HOG	OG	Gene Tree Parent Clade	data_Cint	model_Cint
N0.HOG0003228	OG0003027	-	SGZ53109.1	Candida_intermedia@Seq_736
N0.HOG0003229	OG0003028	-	SGZ53111.1	Candida_intermedia@Seq_5432
N0.HOG0003230	OG0003029	-	SGZ53114.1	Candida_intermedia@Seq_1498
N0.HOG0003231	OG0003030	-	SGZ53116.1	Candida_intermedia@Seq_2310
N0.HOG0003232	OG0003031	-	SGZ53120.1	Candida_intermedia@Seq_5444
N0.HOG0003233	OG0003032	-	SGZ53123.1	Candida_intermedia@Seq_1940
N0.HOG0003234	OG0003033	-	SGZ53127.1	Candida_intermedia@Seq_3819
N0.HOG0003235	OG0003034	-	SGZ53130.1	Candida_intermedia@Seq_70
N0.HOG0003236	OG0003035	-	SGZ53132.1	Candida_intermedia@Seq_1648
N0.HOG0003237	OG0003036	-	SGZ53134.1	Candida_intermedia@Seq_2771
N0.HOG0003238	OG0003037	-	SGZ53136.1	Candida_intermedia@Seq_2450
N0.HOG0003239	OG0003038	-	SGZ53139.1	Candida_intermedia@Seq_5334
N0.HOG0003240	OG0003039	-	SGZ53141.1	Candida_intermedia@Seq_4128
N0.HOG0003241	OG0003040	-	SGZ53145.1	Candida_intermedia@Seq_4098
N0.HOG0003242	OG0003041	-	SGZ53147.1	Candida_intermedia@Seq_877
N0.HOG0003243	OG0003042	-	SGZ53149.1	Candida_intermedia@Seq_689
N0.HOG0003244	OG0003043	-	SGZ53154.1	Candida_intermedia@Seq_2235
N0.HOG0003245	OG0003044	-	SGZ53159.1	Candida_intermedia@Seq_436
N0.HOG0003246	OG0003045	-	SGZ53160.1	Candida_intermedia@Seq_3329
N0.HOG0003247	OG0003046	-	SGZ53163.1	Candida_intermedia@Seq_3505
N0.HOG0003248	OG0003047	-	SGZ53165.1	Candida_intermedia@Seq_4289
N0.HOG0003249	OG0003048	-	SGZ53167.1	Candida_intermedia@Seq_3778
N0.HOG0003250	OG0003049	-	SGZ53169.1	Candida_intermedia@Seq_5382
N0.HOG0003251	OG0003050	-	SGZ53171.1	Candida_intermedia@Seq_4908
N0.HOG0003252	OG0003051	-	SGZ53173.1	Candida_intermedia@Seq_4812
N0.HOG0003253	OG0003052	-	SGZ53175.1	Candida_intermedia@Seq_3131
N0.HOG0003254	OG0003053	-	SGZ53178.1	Candida_intermedia@Seq_1554
N0.HOG0003255	OG0003054	-	SGZ53180.1	Candida_intermedia@Seq_811
N0.HOG0003256	OG0003055	-	SGZ53182.1	Candida_intermedia@Seq_982
N0.HOG0003257	OG0003056	-	SGZ53184.1	Candida_intermedia@Seq_3244
N0.HOG0003258	OG0003057	-	SGZ53186.1	Candida_intermedia@Seq_4625
N0.HOG0003259	OG0003058	-	SGZ53189.1	Candida_intermedia@Seq_4521
N0.HOG0003260	OG0003059	-	SGZ53191.1	Candida_intermedia@Seq_4184
N0.HOG0003261	OG0003060	-	SGZ53196.1	Candida_intermedia@Seq_3870
N0.HOG0003262	OG0003061	-	SGZ53198.1	Candida_intermedia@Seq_3562
N0.HOG0003263	OG0003062	-	SGZ53200.1	Candida_intermedia@Seq_84
N0.HOG0003264	OG0003063	-	SGZ53203.1	Candida_intermedia@Seq_4353
N0.HOG0003265	OG0003064	-	SGZ53205.1	Candida_intermedia@Seq_2421
N0.HOG0003266	OG0003065	-	SGZ53207.1	Candida_intermedia@Seq_2933
N0.HOG0003267	OG0003066	-	SGZ53209.1	Candida_intermedia@Seq_4970
N0.HOG0003268	OG0003067	-	SGZ53211.1	Candida_intermedia@Seq_1968
N0.HOG0003269	OG0003068	-	SGZ53213.1	Candida_intermedia@Seq_534
N0.HOG0003270	OG0003069	-	SGZ53218.1	Candida_intermedia@Seq_4118
N0.HOG0003271	OG0003070	-	SGZ53222.1	Candida_intermedia@Seq_3077
N0.HOG0003272	OG0003071	-	SGZ53227.1	Candida_intermedia@Seq_3095
N0.HOG0003273	OG0003072	-	SGZ53229.1	Candida_intermedia@Seq_1276
N0.HOG0003274	OG0003073	-	SGZ53231.1	Candida_intermedia@Seq_304
N0.HOG0003275	OG0003074	-	SGZ53233.1	Candida_intermedia@Seq_3978
N0.HOG0003276	OG0003075	-	SGZ53235.1	Candida_intermedia@Seq_5003
N0.HOG0003277	OG0003076	-	SGZ53238.1	Candida_intermedia@Seq_266
N0.HOG0003278	OG0003077	-	SGZ53240.1	Candida_intermedia@Seq_5197
N0.HOG0003279	OG0003078	-	SGZ53242.1	Candida_intermedia@Seq_4446
N0.HOG0003280	OG0003079	-	SGZ53244.1	Candida_intermedia@Seq_1804
N0.HOG0003281	OG0003080	-	SGZ53248.1	Candida_intermedia@Seq_4996
N0.HOG0003282	OG0003081	-	SGZ53250.1	Candida_intermedia@Seq_1454
N0.HOG0003283	OG0003082	-	SGZ53254.1	Candida_intermedia@Seq_4730
N0.HOG0003284	OG0003083	-	SGZ53257.1	Candida_intermedia@Seq_3867
N0.HOG0003285	OG0003084	-	SGZ53259.1	Candida_intermedia@Seq_2754
N0.HOG0003286	OG0003085	-	SGZ53261.1	Candida_intermedia@Seq_2801
N0.HOG0003287	OG0003086	-	SGZ53264.1	Candida_intermedia@Seq_4023
N0.HOG0003288	OG0003087	-	SGZ53266.1	Candida_intermedia@Seq_4509
N0.HOG0003289	OG0003088	-	SGZ53268.1	Candida_intermedia@Seq_4599
N0.HOG0003290	OG0003089	-	SGZ53270.1	Candida_intermedia@Seq_5466
N0.HOG0003291	OG0003090	-	SGZ53272.1	Candida_intermedia@Seq_3281
N0.HOG0003292	OG0003091	-	SGZ53274.1	Candida_intermedia@Seq_894
N0.HOG0003293	OG0003092	-	SGZ53278.1	Candida_intermedia@Seq_5304
N0.HOG0003294	OG0003093	-	SGZ53281.1	Candida_intermedia@Seq_4836
N0.HOG0003295	OG0003094	-	SGZ53283.1	Candida_intermedia@Seq_1142
N0.HOG0003296	OG0003095	-	SGZ53285.1	Candida_intermedia@Seq_5390
N0.HOG0003297	OG0003096	-	SGZ53287.1	Candida_intermedia@Seq_2855
N0.HOG0003298	OG0003097	-	SGZ53291.1	Candida_intermedia@Seq_4783
N0.HOG0003299	OG0003098	-	SGZ53293.1	Candida_intermedia@Seq_1429
N0.HOG0003300	OG0003099	-	SGZ53296.1	Candida_intermedia@Seq_3898
N0.HOG0003301	OG0003100	-	SGZ53298.1	Candida_intermedia@Seq_24
N0.HOG0003302	OG0003101	-	SGZ53300.1	Candida_intermedia@Seq_1226
N0.HOG0003303	OG0003102	-	SGZ53302.1	Candida_intermedia@Seq_2581
N0.HOG0003304	OG0003103	-	SGZ53304.1	Candida_intermedia@Seq_3821
N0.HOG0003305	OG0003104	-	SGZ53306.1	Candida_intermedia@Seq_496
N0.HOG0003306	OG0003105	-	SGZ53309.1	Candida_intermedia@Seq_4997
N0.HOG0003307	OG0003106	-	SGZ53311.1	Candida_intermedia@Seq_2331
N0.HOG0003308	OG0003107	-	SGZ53313.1	Candida_intermedia@Seq_2010
N0.HOG0003309	OG0003108	-	SGZ53315.1	Candida_intermedia@Seq_1898
N0.HOG0003310	OG0003109	-	SGZ53317.1	Candida_intermedia@Seq_2
N0.HOG0003311	OG0003110	-	SGZ53320.1	Candida_intermedia@Seq_179
N0.HOG0003312	OG0003111	-	SGZ53322.1	Candida_intermedia@Seq_1039
N0.HOG0003313	OG0003112	-	SGZ53325.1	Candida_intermedia@Seq_3707
N0.HOG0003314	OG0003113	-	SGZ53327.1	Candida_intermedia@Seq_3900
N0.HOG0003315	OG0003114	-	SGZ53329.1	Candida_intermedia@Seq_2704
N0.HOG0003316	OG0003115	-	SGZ53331.1	Candida_intermedia@Seq_129
N0.HOG0003317	OG0003116	-	SGZ53333.1	Candida_intermedia@Seq_847
N0.HOG0003318	OG0003117	-	SGZ53337.1	Candida_intermedia@Seq_2169
N0.HOG0003319	OG0003118	-	SGZ53339.1	Candida_intermedia@Seq_3548
N0.HOG0003320	OG0003119	-	SGZ53341.1	Candida_intermedia@Seq_2695
N0.HOG0003321	OG0003120	-	SGZ53343.1	Candida_intermedia@Seq_664
N0.HOG0003322	OG0003121	-	SGZ53345.1	Candida_intermedia@Seq_4045
N0.HOG0003323	OG0003122	-	SGZ53350.1	Candida_intermedia@Seq_5441
N0.HOG0003324	OG0003123	-	SGZ53352.1	Candida_intermedia@Seq_3029
N0.HOG0003325	OG0003124	-	SGZ53354.1	Candida_intermedia@Seq_1179
N0.HOG0003326	OG0003125	-	SGZ53356.1	Candida_intermedia@Seq_725
N0.HOG0003327	OG0003126	-	SGZ53361.1	Candida_intermedia@Seq_2683
N0.HOG0003328	OG0003127	-	SGZ53363.1	Candida_intermedia@Seq_3008
N0.HOG0003329	OG0003128	-	SGZ53367.1	Candida_intermedia@Seq_5187
N0.HOG0003330	OG0003129	-	SGZ53375.1	Candida_intermedia@Seq_4407
N0.HOG0003331	OG0003130	-	SGZ53379.1	Candida_intermedia@Seq_2877
N0.HOG0003332	OG0003131	-	SGZ53385.1	Candida_intermedia@Seq_1123
N0.HOG0003333	OG0003132	-	SGZ53389.1	Candida_intermedia@Seq_4333
N0.HOG0003334	OG0003133	-	SGZ53391.1	Candida_intermedia@Seq_1979
N0.HOG0003335	OG0003134	-	SGZ53393.1	Candida_intermedia@Seq_2554
N0.HOG0003336	OG0003135	-	SGZ53396.1	Candida_intermedia@Seq_4791
N0.HOG0003337	OG0003136	-	SGZ53399.1	Candida_intermedia@Seq_1456
N0.HOG0003338	OG0003137	-	SGZ53401.1	Candida_intermedia@Seq_2505
N0.HOG0003339	OG0003138	-	SGZ53403.1	Candida_intermedia@Seq_655
N0.HOG0003340	OG0003139	-	SGZ53405.1	Candida_intermedia@Seq_1011
N0.HOG0003341	OG0003140	-	SGZ53408.1	Candida_intermedia@Seq_3446
N0.HOG0003342	OG0003141	-	SGZ53412.1	Candida_intermedia@Seq_3724
N0.HOG0003343	OG0003142	-	SGZ53414.1	Candida_intermedia@Seq_3088
N0.HOG0003344	OG0003143	-	SGZ53416.1	Candida_intermedia@Seq_4426
N0.HOG0003345	OG0003144	-	SGZ53418.1	Candida_intermedia@Seq_5288
N0.HOG0003346	OG0003145	-	SGZ53421.1	Candida_intermedia@Seq_3478
N0.HOG0003347	OG0003146	-	SGZ53428.1	Candida_intermedia@Seq_4021
N0.HOG0003348	OG0003147	-	SGZ53431.1	Candida_intermedia@Seq_5174
N0.HOG0003349	OG0003148	-	SGZ53433.1	Candida_intermedia@Seq_2244
N0.HOG0003350	OG0003149	-	SGZ53435.1	Candida_intermedia@Seq_2603
N0.HOG0003351	OG0003150	-	SGZ53437.1	Candida_intermedia@Seq_5062
N0.HOG0003352	OG0003151	-	SGZ53441.1	Candida_intermedia@Seq_808
N0.HOG0003353	OG0003152	-	SGZ53443.1	Candida_intermedia@Seq_148
N0.HOG0003354	OG0003153	-	SGZ53446.1	Candida_intermedia@Seq_4597
N0.HOG0003355	OG0003154	-	SGZ53448.1	Candida_intermedia@Seq_1307
N0.HOG0003356	OG0003155	-	SGZ53450.1	Candida_intermedia@Seq_5256
N0.HOG0003357	OG0003156	-	SGZ53453.1	Candida_intermedia@Seq_3629
N0.HOG0003358	OG0003157	-	SGZ53455.1	Candida_intermedia@Seq_2098
N0.HOG0003359	OG0003158	-	SGZ53457.1	Candida_intermedia@Seq_1422
N0.HOG0003360	OG0003159	-	SGZ53459.1	Candida_intermedia@Seq_3271
N0.HOG0003361	OG0003160	-	SGZ53461.1	Candida_intermedia@Seq_78
N0.HOG0003362	OG0003161	-	SGZ53464.1	Candida_intermedia@Seq_1745
N0.HOG0003363	OG0003162	-	SGZ53466.1	Candida_intermedia@Seq_1515
N0.HOG0003364	OG0003163	-	SGZ53468.1	Candida_intermedia@Seq_326
N0.HOG0003365	OG0003164	-	SGZ53470.1	Candida_intermedia@Seq_3706
N0.HOG0003366	OG0003165	-	SGZ53475.1	Candida_intermedia@Seq_2694
N0.HOG0003367	OG0003166	-	SGZ53477.1	Candida_intermedia@Seq_650
N0.HOG0003368	OG0003167	-	SGZ53479.1	Candida_intermedia@Seq_312
N0.HOG0003369	OG0003168	-	SGZ53481.1	Candida_intermedia@Seq_874
N0.HOG0003370	OG0003169	-	SGZ53483.1	Candida_intermedia@Seq_5248
N0.HOG0003371	OG0003170	-	SGZ53485.1	Candida_intermedia@Seq_4053
N0.HOG0003372	OG0003171	-	SGZ53487.1	Candida_intermedia@Seq_855
N0.HOG0003373	OG0003172	-	SGZ53489.1	Candida_intermedia@Seq_5231
N0.HOG0003374	OG0003173	-	SGZ53491.1	Candida_intermedia@Seq_5489
N0.HOG0003375	OG0003174	-	SGZ53495.1	Candida_intermedia@Seq_2521
N0.HOG0003376	OG0003175	-	SGZ53497.1	Candida_intermedia@Seq_5042
N0.HOG0003377	OG0003176	-	SGZ53499.1	Candida_intermedia@Seq_4078
N0.HOG0003378	OG0003177	-	SGZ53506.1	Candida_intermedia@Seq_4292
N0.HOG0003379	OG0003178	-	SGZ53508.1	Candida_intermedia@Seq_3402
N0.HOG0003380	OG0003179	-	SGZ53510.1	Candida_intermedia@Seq_111
N0.HOG0003381	OG0003180	-	SGZ53514.1	Candida_intermedia@Seq_2185
N0.HOG0003382	OG0003181	-	SGZ53518.1	Candida_intermedia@Seq_368
N0.HOG0003383	OG0003182	-	SGZ53521.1	Candida_intermedia@Seq_4344
N0.HOG0003384	OG0003183	-	SGZ53523.1	Candida_intermedia@Seq_279
N0.HOG0003385	OG0003184	-	SGZ53526.1	Candida_intermedia@Seq_2275
N0.HOG0003386	OG0003185	-	SGZ53528.1	Candida_intermedia@Seq_4618
N0.HOG0003387	OG0003186	-	SGZ53530.1	Candida_intermedia@Seq_3876
N0.HOG0003388	OG0003187	-	SGZ53533.1	Candida_intermedia@Seq_2190
N0.HOG0003389	OG0003188	-	SGZ53535.1	Candida_intermedia@Seq_1175
N0.HOG0003390	OG0003189	-	SGZ53537.1	Candida_intermedia@Seq_2529
N0.HOG0003391	OG0003190	-	SGZ53541.1	Candida_intermedia@Seq_3317
N0.HOG0003392	OG0003191	-	SGZ53543.1	Candida_intermedia@Seq_2209
N0.HOG0003393	OG0003192	-	SGZ53547.1	Candida_intermedia@Seq_1980
N0.HOG0003394	OG0003193	-	SGZ53549.1	Candida_intermedia@Seq_1388
N0.HOG0003395	OG0003194	-	SGZ53552.1	Candida_intermedia@Seq_413
N0.HOG0003396	OG0003195	-	SGZ53556.1	Candida_intermedia@Seq_3525
N0.HOG0003397	OG0003196	-	SGZ53558.1	Candida_intermedia@Seq_3204
N0.HOG0003398	OG0003197	-	SGZ53560.1	Candida_intermedia@Seq_4530
N0.HOG0003399	OG0003198	-	SGZ53565.1	Candida_intermedia@Seq_4231
N0.HOG0003400	OG0003199	-	SGZ53567.1	Candida_intermedia@Seq_1455
N0.HOG0003401	OG0003200	-	SGZ53569.1	Candida_intermedia@Seq_3310
N0.HOG0003402	OG0003201	-	SGZ53571.1	Candida_intermedia@Seq_4922
N0.HOG0003403	OG0003202	-	SGZ53573.1	Candida_intermedia@Seq_4379
N0.HOG0003404	OG0003203	-	SGZ53579.1	Candida_intermedia@Seq_5364
N0.HOG0003405	OG0003204	-	SGZ53581.1	Candida_intermedia@Seq_4463
N0.HOG0003406	OG0003205	-	SGZ53583.1	Candida_intermedia@Seq_1656
N0.HOG0003407	OG0003206	-	SGZ53585.1	Candida_intermedia@Seq_4435
N0.HOG0003408	OG0003207	-	SGZ53587.1	Candida_intermedia@Seq_4132
N0.HOG0003409	OG0003208	-	SGZ53589.1	Candida_intermedia@Seq_3991
N0.HOG0003410	OG0003209	-	SGZ53591.1	Candida_intermedia@Seq_44
N0.HOG0003411	OG0003210	-	SGZ53593.1	Candida_intermedia@Seq_1250
N0.HOG0003412	OG0003211	-	SGZ53596.1	Candida_intermedia@Seq_3916
N0.HOG0003413	OG0003212	-	SGZ53598.1	Candida_intermedia@Seq_2212
N0.HOG0003414	OG0003213	-	SGZ53600.1	Candida_intermedia@Seq_4090
N0.HOG0003415	OG0003214	-	SGZ53602.1	Candida_intermedia@Seq_3334
N0.HOG0003416	OG0003215	-	SGZ53605.1	Candida_intermedia@Seq_2713
N0.HOG0003417	OG0003216	-	SGZ53607.1	Candida_intermedia@Seq_4790
N0.HOG0003418	OG0003217	-	SGZ53609.1	Candida_intermedia@Seq_1228
N0.HOG0003419	OG0003218	-	SGZ53611.1	Candida_intermedia@Seq_1417
N0.HOG0003420	OG0003219	-	SGZ53613.1	Candida_intermedia@Seq_1581
N0.HOG0003421	OG0003220	-	SGZ53615.1	Candida_intermedia@Seq_2012
N0.HOG0003422	OG0003221	-	SGZ53619.1	Candida_intermedia@Seq_4610
N0.HOG0003423	OG0003222	-	SGZ53621.1	Candida_intermedia@Seq_4732
N0.HOG0003424	OG0003223	-	SGZ53624.1	Candida_intermedia@Seq_4722
N0.HOG0003425	OG0003224	-	SGZ53628.1	Candida_intermedia@Seq_3741
N0.HOG0003426	OG0003225	-	SGZ53631.1	Candida_intermedia@Seq_2411
N0.HOG0003427	OG0003226	-	SGZ53634.1	Candida_intermedia@Seq_1567
N0.HOG0003428	OG0003227	-	SGZ53639.1	Candida_intermedia@Seq_3602
N0.HOG0003429	OG0003228	-	SGZ53641.1	Candida_intermedia@Seq_3686
N0.HOG0003430	OG0003229	-	SGZ53643.1	Candida_intermedia@Seq_3696
N0.HOG0003431	OG0003230	-	SGZ53645.1	Candida_intermedia@Seq_4559
N0.HOG0003432	OG0003231	-	SGZ53647.1	Candida_intermedia@Seq_5073
N0.HOG0003433	OG0003232	-	SGZ53649.1	Candida_intermedia@Seq_4956
N0.HOG0003434	OG0003233	-	SGZ53651.1	Candida_intermedia@Seq_2544
N0.HOG0003435	OG0003234	-	SGZ53657.1	Candida_intermedia@Seq_2135
N0.HOG0003436	OG0003235	-	SGZ53659.1	Candida_intermedia@Seq_1813
N0.HOG0003437	OG0003236	-	SGZ53661.1	Candida_intermedia@Seq_4554
N0.HOG0003438	OG0003237	-	SGZ53663.1	Candida_intermedia@Seq_567
N0.HOG0003439	OG0003238	-	SGZ53665.1	Candida_intermedia@Seq_2048
N0.HOG0003440	OG0003239	-	SGZ53667.1	Candida_intermedia@Seq_2052
N0.HOG0003441	OG0003240	-	SGZ53669.1	Candida_intermedia@Seq_4764
N0.HOG0003442	OG0003241	-	SGZ53671.1	Candida_intermedia@Seq_800
N0.HOG0003443	OG0003242	-	SGZ53672.1	Candida_intermedia@Seq_43
N0.HOG0003444	OG0003243	-	SGZ53674.1	Candida_intermedia@Seq_3103
N0.HOG0003445	OG0003244	-	SGZ53677.1	Candida_intermedia@Seq_4001
N0.HOG0003446	OG0003245	-	SGZ53679.1	Candida_intermedia@Seq_3969
N0.HOG0003447	OG0003246	-	SGZ53681.1	Candida_intermedia@Seq_4385
N0.HOG0003448	OG0003247	-	SGZ53683.1	Candida_intermedia@Seq_2035
N0.HOG0003449	OG0003248	-	SGZ53685.1	Candida_intermedia@Seq_1871
N0.HOG0003450	OG0003249	-	SGZ53687.1	Candida_intermedia@Seq_2329
N0.HOG0003451	OG0003250	-	SGZ53689.1	Candida_intermedia@Seq_5275
N0.HOG0003452	OG0003251	-	SGZ53691.1	Candida_intermedia@Seq_2168
N0.HOG0003453	OG0003252	-	SGZ53693.1	Candida_intermedia@Seq_4918
N0.HOG0003454	OG0003253	-	SGZ53695.1	Candida_intermedia@Seq_3581
N0.HOG0003455	OG0003254	-	SGZ53699.1	Candida_intermedia@Seq_4085
N0.HOG0003456	OG0003255	-	SGZ53703.1	Candida_intermedia@Seq_2928
N0.HOG0003457	OG0003256	-	SGZ53705.1	Candida_intermedia@Seq_1941
N0.HOG0003458	OG0003257	-	SGZ53708.1	Candida_intermedia@Seq_2453
N0.HOG0003459	OG0003258	-	SGZ53711.1	Candida_intermedia@Seq_2287
N0.HOG0003460	OG0003259	-	SGZ53716.1	Candida_intermedia@Seq_5330
N0.HOG0003461	OG0003260	-	SGZ53720.1	Candida_intermedia@Seq_4253
N0.HOG0003462	OG0003261	-	SGZ53722.1	Candida_intermedia@Seq_4762
N0.HOG0003463	OG0003262	-	SGZ53724.1	Candida_intermedia@Seq_5095
N0.HOG0003464	OG0003263	-	SGZ53726.1	Candida_intermedia@Seq_2326
N0.HOG0003465	OG0003264	-	SGZ53728.1	Candida_intermedia@Seq_296
N0.HOG0003466	OG0003265	-	SGZ53730.1	Candida_intermedia@Seq_4022
N0.HOG0003467	OG0003266	-	SGZ53732.1	Candida_intermedia@Seq_4394
N0.HOG0003468	OG0003267	-	SGZ53734.1	Candida_intermedia@Seq_769
N0.HOG0003469	OG0003268	-	SGZ53736.1	Candida_intermedia@Seq_1094
N0.HOG0003470	OG0003269	-	SGZ53740.1	Candida_intermedia@Seq_5512
N0.HOG0003471	OG0003270	-	SGZ53744.1	Candida_intermedia@Seq_3483
N0.HOG0003472	OG0003271	-	SGZ53745.1	Candida_intermedia@Seq_1149
N0.HOG0003473	OG0003272	-	SGZ53747.1	Candida_intermedia@Seq_172
N0.HOG0003474	OG0003273	-	SGZ53755.1	Candida_intermedia@Seq_1602
N0.HOG0003475	OG0003274	-	SGZ53757.1	Candida_intermedia@Seq_1610
N0.HOG0003476	OG0003275	-	SGZ53759.1	Candida_intermedia@Seq_3168
N0.HOG0003477	OG0003276	-	SGZ53761.1	Candida_intermedia@Seq_340
N0.HOG0003478	OG0003277	-	SGZ53763.1	Candida_intermedia@Seq_183
N0.HOG0003479	OG0003278	-	SGZ53765.1	Candida_intermedia@Seq_4373
N0.HOG0003480	OG0003279	-	SGZ53766.1	Candida_intermedia@Seq_4871
N0.HOG0003481	OG0003280	-	SGZ53770.1	Candida_intermedia@Seq_568
N0.HOG0003482	OG0003281	-	SGZ53772.1	Candida_intermedia@Seq_4944
N0.HOG0003483	OG0003282	-	SGZ53774.1	Candida_intermedia@Seq_1065
N0.HOG0003484	OG0003283	-	SGZ53776.1	Candida_intermedia@Seq_3680
N0.HOG0003485	OG0003284	-	SGZ53778.1	Candida_intermedia@Seq_5377
N0.HOG0003486	OG0003285	-	SGZ53780.1	Candida_intermedia@Seq_3115
N0.HOG0003487	OG0003286	-	SGZ53782.1	Candida_intermedia@Seq_4190
N0.HOG0003488	OG0003287	-	SGZ53784.1	Candida_intermedia@Seq_2584
N0.HOG0003489	OG0003288	-	SGZ53786.1	Candida_intermedia@Seq_2340
N0.HOG0003490	OG0003289	-	SGZ53788.1	Candida_intermedia@Seq_3118
N0.HOG0003491	OG0003290	-	SGZ53790.1	Candida_intermedia@Seq_2869
N0.HOG0003492	OG0003291	-	SGZ53792.1	Candida_intermedia@Seq_4542
N0.HOG0003493	OG0003292	-	SGZ53793.1	Candida_intermedia@Seq_4159
N0.HOG0003494	OG0003293	-	SGZ53797.1	Candida_intermedia@Seq_1189
N0.HOG0003495	OG0003294	-	SGZ53799.1	Candida_intermedia@Seq_3597
N0.HOG0003496	OG0003295	-	SGZ53801.1	Candida_intermedia@Seq_5156
N0.HOG0003497	OG0003296	-	SGZ53802.1	Candida_intermedia@Seq_2538
N0.HOG0003498	OG0003297	-	SGZ53804.1	Candida_intermedia@Seq_4934
N0.HOG0003499	OG0003298	-	SGZ53806.1	Candida_intermedia@Seq_269
N0.HOG0003500	OG0003299	-	SGZ53807.1	Candida_intermedia@Seq_1612
N0.HOG0003501	OG0003300	-	SGZ53809.1	Candida_intermedia@Seq_1265
N0.HOG0003502	OG0003301	-	SGZ53811.1	Candida_intermedia@Seq_3851
N0.HOG0003503	OG0003302	-	SGZ53813.1	Candida_intermedia@Seq_3251
N0.HOG0003504	OG0003303	-	SGZ53814.1	Candida_intermedia@Seq_2101
N0.HOG0003505	OG0003304	-	SGZ53817.1	Candida_intermedia@Seq_5310
N0.HOG0003506	OG0003305	-	SGZ53820.1	Candida_intermedia@Seq_2248
N0.HOG0003507	OG0003306	-	SGZ53822.1	Candida_intermedia@Seq_428
N0.HOG0003508	OG0003307	-	SGZ53824.1	Candida_intermedia@Seq_2263
N0.HOG0003509	OG0003308	-	SGZ53826.1	Candida_intermedia@Seq_1480
N0.HOG0003510	OG0003309	-	SGZ53829.1	Candida_intermedia@Seq_3409
N0.HOG0003511	OG0003310	-	SGZ53831.1	Candida_intermedia@Seq_3295
N0.HOG0003512	OG0003311	-	SGZ53833.1	Candida_intermedia@Seq_3748
N0.HOG0003513	OG0003312	-	SGZ53834.1	Candida_intermedia@Seq_2483
N0.HOG0003514	OG0003313	-	SGZ53836.1	Candida_intermedia@Seq_3487
N0.HOG0003515	OG0003314	-	SGZ53838.1	Candida_intermedia@Seq_653
N0.HOG0003516	OG0003315	-	SGZ53840.1	Candida_intermedia@Seq_2708
N0.HOG0003517	OG0003316	-	SGZ53843.1	Candida_intermedia@Seq_3346
N0.HOG0003518	OG0003317	-	SGZ53845.1	Candida_intermedia@Seq_5155
N0.HOG0003519	OG0003318	-	SGZ53847.1	Candida_intermedia@Seq_2574
N0.HOG0003520	OG0003319	-	SGZ53850.1	Candida_intermedia@Seq_2181
N0.HOG0003521	OG0003320	-	SGZ53852.1	Candida_intermedia@Seq_900
N0.HOG0003522	OG0003321	-	SGZ53854.1	Candida_intermedia@Seq_2138
N0.HOG0003523	OG0003322	-	SGZ53856.1	Candida_intermedia@Seq_1289
N0.HOG0003524	OG0003323	-	SGZ53858.1	Candida_intermedia@Seq_4617
N0.HOG0003525	OG0003324	-	SGZ53860.1	Candida_intermedia@Seq_1604
N0.HOG0003526	OG0003325	-	SGZ53864.1	Candida_intermedia@Seq_551
N0.HOG0003527	OG0003326	-	SGZ53865.1	Candida_intermedia@Seq_3170
N0.HOG0003528	OG0003327	-	SGZ53867.1	Candida_intermedia@Seq_3187
N0.HOG0003529	OG0003328	-	SGZ53871.1	Candida_intermedia@Seq_3946
N0.HOG0003530	OG0003329	-	SGZ53875.1	Candida_intermedia@Seq_1284
N0.HOG0003531	OG0003330	-	SGZ53877.1	Candida_intermedia@Seq_2177
N0.HOG0003532	OG0003331	-	SGZ53879.1	Candida_intermedia@Seq_4350
N0.HOG0003533	OG0003332	-	SGZ53881.1	Candida_intermedia@Seq_1237
N0.HOG0003534	OG0003333	-	SGZ53883.1	Candida_intermedia@Seq_3348
N0.HOG0003535	OG0003334	-	SGZ53884.1	Candida_intermedia@Seq_4069
N0.HOG0003536	OG0003335	-	SGZ53886.1	Candida_intermedia@Seq_92
N0.HOG0003537	OG0003336	-	SGZ53888.1	Candida_intermedia@Seq_1335
N0.HOG0003538	OG0003337	-	SGZ53890.1	Candida_intermedia@Seq_3756
N0.HOG0003539	OG0003338	-	SGZ53892.1	Candida_intermedia@Seq_3419
N0.HOG0003540	OG0003339	-	SGZ53896.1	Candida_intermedia@Seq_4490
N0.HOG0003541	OG0003340	-	SGZ53900.1	Candida_intermedia@Seq_4120
N0.HOG0003542	OG0003341	-	SGZ53902.1	Candida_intermedia@Seq_3027
N0.HOG0003543	OG0003342	-	SGZ53903.1	Candida_intermedia@Seq_4623
N0.HOG0003544	OG0003343	-	SGZ53905.1	Candida_intermedia@Seq_2092
N0.HOG0003545	OG0003344	-	SGZ53907.1	Candida_intermedia@Seq_2304
N0.HOG0003546	OG0003345	-	SGZ53908.1	Candida_intermedia@Seq_3453
N0.HOG0003547	OG0003346	-	SGZ53910.1	Candida_intermedia@Seq_2906
N0.HOG0003548	OG0003347	-	SGZ53912.1	Candida_intermedia@Seq_2246
N0.HOG0003549	OG0003348	-	SGZ53915.1	Candida_intermedia@Seq_416
N0.HOG0003550	OG0003349	-	SGZ53917.1	Candida_intermedia@Seq_4968
N0.HOG0003551	OG0003350	-	SGZ53918.1	Candida_intermedia@Seq_2272
N0.HOG0003552	OG0003351	-	SGZ53919.1	Candida_intermedia@Seq_4423
N0.HOG0003553	OG0003352	-	SGZ53921.1	Candida_intermedia@Seq_4388
