rxns	rxnNames	formulas	grRules
r_3149	PI 4-P phosphatase (1-16:1, 2-18:1), cell envelope	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3150	PI 4-P phosphatase (1-18:0, 2-18:1), cell envelope	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3151	PI 4-P phosphatase (1-18:1, 2-18:1), cell envelope	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3152	PI 4-P phosphatase (1-16:0, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3153	PI 4-P phosphatase (1-16:1, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3154	PI 4-P phosphatase (1-18:0, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3155	PI 4-P phosphatase (1-18:1, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3156	PI 4-P phosphatase (1-16:0, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3157	PI 4-P phosphatase (1-16:1, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3158	PI 4-P phosphatase (1-18:0, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3159	PI 4-P phosphatase (1-18:1, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3160	PI 4-P phosphatase (1-16:0, 2-16:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[erm]	Seq_4857
r_3161	PI 4-P phosphatase (1-16:1, 2-16:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[erm]	Seq_4857
r_3162	PI 4-P phosphatase (1-18:0, 2-16:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[erm]	Seq_4857
r_3163	PI 4-P phosphatase (1-18:1, 2-16:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[erm]	Seq_4857
r_3164	PI 4-P phosphatase (1-16:0, 2-18:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm]	Seq_4857
r_3165	PI 4-P phosphatase (1-16:1, 2-18:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[erm]	Seq_4857
r_3166	PI 4-P phosphatase (1-18:0, 2-18:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm]	Seq_4857
r_3167	PI 4-P phosphatase (1-18:1, 2-18:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[erm]	Seq_4857
r_3168	PI 4-P phosphatase (1-16:0, 2-16:1), Golgi membrane	H2O[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[gm] => phosphate[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[gm]	Seq_4857
r_3169	PI 4-P phosphatase (1-16:1, 2-16:1), Golgi membrane	H2O[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[gm] => phosphate[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[gm]	Seq_4857
r_3170	PI 4-P phosphatase (1-18:0, 2-16:1), Golgi membrane	H2O[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[gm] => phosphate[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[gm]	Seq_4857
r_3171	PI 4-P phosphatase (1-18:1, 2-16:1), Golgi membrane	H2O[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[gm] => phosphate[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[gm]	Seq_4857
r_3172	PI 4-P phosphatase (1-16:0, 2-18:1), Golgi membrane	H2O[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[gm] => phosphate[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[gm]	Seq_4857
r_3173	PI 4-P phosphatase (1-16:1, 2-18:1), Golgi membrane	H2O[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[gm] => phosphate[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[gm]	Seq_4857
r_3174	PI 4-P phosphatase (1-18:0, 2-18:1), Golgi membrane	H2O[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[gm] => phosphate[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[gm]	Seq_4857
r_3175	PI 4-P phosphatase (1-18:1, 2-18:1), Golgi membrane	H2O[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[gm] => phosphate[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[gm]	Seq_4857
r_3176	PI 3,5-P2 phosphatase (1-16:0, 2-16:1), cell envelope	H2O[ce] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)[ce] => 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3177	PI 3,5-P2 phosphatase (1-16:1, 2-16:1), cell envelope	H2O[ce] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)[ce] => phosphate[ce] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)[ce]	Seq_3335 or Seq_3663
r_3178	PI 3,5-P2 phosphatase (1-18:0, 2-16:1), cell envelope	H2O[ce] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)[ce] => phosphate[ce] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)[ce]	Seq_3335 or Seq_3663
r_3179	PI 3,5-P2 phosphatase (1-18:1, 2-16:1), cell envelope	H2O[ce] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)[ce] => phosphate[ce] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)[ce]	Seq_3335 or Seq_3663
r_3180	PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope	H2O[ce] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[ce] => phosphate[ce] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[ce]	Seq_3335 or Seq_3663
r_3181	PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope	H2O[ce] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)[ce] => phosphate[ce] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)[ce]	Seq_3335 or Seq_3663
r_3182	PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope	H2O[ce] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[ce] => phosphate[ce] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[ce]	Seq_3335 or Seq_3663
r_3183	PI 3,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope	H2O[ce] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)[ce] => phosphate[ce] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)[ce]	Seq_3335 or Seq_3663
r_3184	PI 3,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3185	PI 3,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3186	PI 3,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3187	PI 3,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3188	PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3189	PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3190	PI 3,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3191	PI 3,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3192	PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cell envelope	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3193	PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cell envelope	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3194	PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cell envelope	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3195	PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cell envelope	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3196	PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cell envelope	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3197	PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3198	PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cell envelope	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3199	PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[ce] + H2O[ce] => 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[ce] + phosphate[ce]	Seq_3335 or Seq_3663
r_3200	PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3201	PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3202	PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3203	PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[c]	Seq_3335 or Seq_3663
r_3204	PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3205	PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3206	PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3207	PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm	H2O[c] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[c] => phosphate[c] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[c]	Seq_3335 or Seq_3663
r_3208	PI 4,5-P2 phosphatase (1-16:0, 2-16:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[erm]	Seq_2159
r_3209	PI 4,5-P2 phosphatase (1-16:1, 2-16:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[erm]	Seq_2159
r_3210	PI 4,5-P2 phosphatase (1-18:0, 2-16:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[erm]	Seq_2159
r_3211	PI 4,5-P2 phosphatase (1-18:1, 2-16:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[erm]	Seq_2159
r_3212	PI 4,5-P2 phosphatase (1-16:0, 2-18:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[erm]	Seq_2159
r_3213	PI 4,5-P2 phosphatase (1-16:1, 2-18:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[erm]	Seq_2159
r_3214	PI 4,5-P2 phosphatase (1-18:0, 2-18:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[erm]	Seq_2159
r_3215	PI 4,5-P2 phosphatase (1-18:1, 2-18:1), ER membrane	H2O[erm] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[erm] => phosphate[erm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[erm]	Seq_2159
r_3216	PI 3,5-P2 phosphatase (1-16:0, 2-16:1), vacuolar membrane	H2O[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)[vm] => phosphate[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)[vm]	Seq_1525 and Seq_748
r_3217	PI 3,5-P2 phosphatase (1-16:1, 2-16:1), vacuolar membrane	H2O[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)[vm] => phosphate[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)[vm]	Seq_1525 and Seq_748
r_3218	PI 3,5-P2 phosphatase (1-18:0, 2-16:1), vacuolar membrane	H2O[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)[vm] => phosphate[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)[vm]	Seq_1525 and Seq_748
r_3219	PI 3,5-P2 phosphatase (1-18:1, 2-16:1), vacuolar membrane	H2O[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)[vm] => phosphate[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)[vm]	Seq_1525 and Seq_748
r_3220	PI 3,5-P2 phosphatase (1-16:0, 2-18:1), vacuolar membrane	H2O[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[vm] => phosphate[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[vm]	Seq_1525 and Seq_748
r_3221	PI 3,5-P2 phosphatase (1-16:1, 2-18:1), vacuolar membrane	H2O[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)[vm] => phosphate[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)[vm]	Seq_1525 and Seq_748
r_3222	PI 3,5-P2 phosphatase (1-18:0, 2-18:1), vacuolar membrane	H2O[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[vm] => phosphate[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[vm]	Seq_1525 and Seq_748
r_3223	PI 3,5-P2 phosphatase (1-18:1, 2-18:1), vacuolar membrane	H2O[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)[vm] => phosphate[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)[vm]	Seq_1525 and Seq_748
r_3224	DGPP phosphatase (1-16:0, 2-16:1), vacuolar membrane	H2O[vm] + 1,2-diacylglycerol 3-diphosphate (1-16:0, 2-16:1)[vm] => phosphatidate (1-16:0, 2-16:1)[vm] + phosphate[vm] + H+[vm]	Seq_4817
r_3225	DGPP phosphatase (1-16:1, 2-16:1), vacuolar membrane	H2O[vm] + 1,2-diacylglycerol 3-diphosphate (1-16:1, 2-16:1)[vm] => phosphate[vm] + phosphatidate (1-16:1, 2-16:1)[vm] + H+[vm]	Seq_4817
r_3226	DGPP phosphatase (1-18:0, 2-16:1), vacuolar membrane	H2O[vm] + 1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1)[vm] => phosphate[vm] + phosphatidate (1-18:0, 2-16:1)[vm] + H+[vm]	Seq_4817
r_3227	DGPP phosphatase (1-18:1, 2-16:1), vacuolar membrane	H2O[vm] + 1,2-diacylglycerol 3-diphosphate (1-18:1, 2-16:1)[vm] => phosphate[vm] + phosphatidate (1-18:1, 2-16:1)[vm] + H+[vm]	Seq_4817
r_3228	DGPP phosphatase (1-16:0, 2-18:1), vacuolar membrane	H2O[vm] + 1,2-diacylglycerol 3-diphosphate (1-16:0, 2-18:1)[vm] => phosphate[vm] + phosphatidate (1-16:0, 2-18:1)[vm] + H+[vm]	Seq_4817
r_3229	DGPP phosphatase (1-16:1, 2-18:1), vacuolar membrane	H2O[vm] + 1,2-diacylglycerol 3-diphosphate (1-16:1, 2-18:1)[vm] => phosphate[vm] + phosphatidate (1-16:1, 2-18:1)[vm] + H+[vm]	Seq_4817
r_3230	DGPP phosphatase (1-18:0, 2-18:1), vacuolar membrane	H2O[vm] + 1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1)[vm] => phosphate[vm] + phosphatidate (1-18:0, 2-18:1)[vm] + H+[vm]	Seq_4817
r_3231	DGPP phosphatase (1-18:1, 2-18:1), vacuolar membrane	H2O[vm] + 1,2-diacylglycerol 3-diphosphate (1-18:1, 2-18:1)[vm] => phosphate[vm] + phosphatidate (1-18:1, 2-18:1)[vm] + H+[vm]	Seq_4817
r_3244	lysoPA phosphatase (16:0), vacuolar membrane	H2O[vm] + 1-acyl-sn-glycerol 3-phosphate (16:0)[vm] => phosphate[vm] + 1-monoglyceride (16:0)[vm]	Seq_4817
r_3245	lysoPA phosphatase (16:1), vacuolar membrane	H2O[vm] + 1-acyl-sn-glycerol 3-phosphate (16:1)[vm] => phosphate[vm] + 1-monoglyceride (16:1)[vm]	Seq_4817
r_3246	lysoPA phosphatase (18:0), vacuolar membrane	H2O[vm] + 1-acyl-sn-glycerol 3-phosphate (18:0)[vm] => phosphate[vm] + 1-monoglyceride (18:0)[vm]	Seq_4817
r_3247	lysoPA phosphatase (18:1), vacuolar membrane	H2O[vm] + 1-acyl-sn-glycerol 3-phosphate (18:1)[vm] => phosphate[vm] + 1-monoglyceride (18:1)[vm]	Seq_4817
r_3252	ergosteryl ester hydrolase (16:1), lipid particle	ergosteryl palmitoleate[lp] + H2O[lp] => ergosterol[lp] + H+[lp] + palmitoleate[lp]	Seq_4590 or Seq_1439
r_3253	ergosteryl ester hydrolase (18:1), lipid particle	H2O[lp] + ergosteryl oleate[lp] => ergosterol[lp] + H+[lp] + oleate[lp]	Seq_4590 or Seq_1439
r_3254	episteryl ester hydrolase (16:1), lipid particle	H2O[lp] + episteryl palmitoleate[lp] => H+[lp] + palmitoleate[lp] + episterol[lp]	Seq_1439
r_3255	episteryl ester hydrolase (18:1), lipid particle	H2O[lp] + episteryl oleate[lp] => H+[lp] + oleate[lp] + episterol[lp]	Seq_1439
r_3256	fecosteryl ester hydrolase (16:1), lipid particle	H2O[lp] + fecosteryl palmitoleate[lp] => fecosterol[lp] + H+[lp] + palmitoleate[lp]	Seq_1439
r_3257	fecosteryl ester hydrolase (18:1), lipid particle	H2O[lp] + fecosteryl oleate[lp] => fecosterol[lp] + H+[lp] + oleate[lp]	Seq_1439
